mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
81	79	631/4	631/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	896													
81	79	158	158	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	897									165				
81	79	635/4	635/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	898													
81	79	629/4	629/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	899									166				
81	79	315/2	315/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	900													
81	79	633/4	633/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	901									167				
81	79	317/2	317/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	902													
82	80	159	159	0.0	0	0	Dynamic	2/4	1	1	0					pp												
82	80	159	159	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	903									168				
82	80	639/4	639/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	904													
82	80	160	160	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	905									169				
82	80	643/4	643/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	906													
82	80	637/4	637/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	907									170				
82	80	319/2	319/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	908													
82	80	641/4	641/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	909									171				
82	80	321/2	321/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	910													
83	81	161	161	0.0	0	0	Dynamic	2/4	1	1	0					f												
83	81	161	161	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	911													
83	81	967/6	967/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	912													
83	81	484/3	484/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	913													
83	81	323/2	323/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	914													
83	81	485/3	485/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	915													
83	81	971/6	971/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	916													
83	81	162	162	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	917													
83	81	973/6	973/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	918													
83	81	487/3	487/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	919													
83	81	325/2	325/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	920													
83	81	488/3	488/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	921													
83	81	977/6	977/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	922													
83	81	161	161	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	923													
83	81	162	162	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	924													
83	81	649/4	649/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	925									172				
83	81	325/2	325/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	926									172				
83	81	651/4	651/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	927									172				
84	82	163	163	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	928													
84	82	979/6	979/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	929													
84	82	490/3	490/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	930													
84	82	327/2	327/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	931													
84	82	491/3	491/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	932													
84	82	983/6	983/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	933													
84	82	164	164	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	934													
84	82	985/6	985/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	935													
84	82	493/3	493/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	936													
84	82	329/2	329/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	937													
84	82	494/3	494/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	938													
84	82	989/6	989/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	939													
84	82	163	163	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	940									172				
84	82	653/4	653/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	941									172				
84	82	327/2	327/2	0.75	1/8	1/8	Chord	2/4	2	2	3/16		1/8	3/2	942													
84	82	657/4	657/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	943									173				
84	82	329/2	329/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	944									173				
84	82	659/4	659/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	945									173				
85	83	165	165	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	946													
85	83	991/6	991/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	947													
85	83	496/3	496/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	948													
85	83	331/2	331/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	949													
85	83	497/3	497/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	950													
85	83	995/6	995/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	951													
85	83	166	166	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	952													
85	83	997/6	997/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	953													
85	83	499/3	499/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	954													
85	83	333/2	333/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	955													
85	83	500/3	500/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	956													
85	83	1001/6	1001/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	957													
85	83	165	165	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	958									173				
85	83	661/4	661/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	959									173				
85	83	331/2	331/2	0.75	1/8	1/8	Chord	2/4	2	2	3/16		1/8	3/2	960													
85	83	665/4	665/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	961									174				
85	83	333/2	333/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	962									174				
85	83	667/4	667/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	963									174				
86	84	167	167	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	964													
86	84	1003/6	1003/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	965													
86	84	502/3	502/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	966													
86	84	335/2	335/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	967													
86	84	503/3	503/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	968													
86	84	1007/6	1007/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	969													
86	84	168	168	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	970													
86	84	1009/6	1009/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	971													
86	84	505/3	505/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	972													
86	84	337/2	337/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	973													
86	84	506/3	506/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	974													
86	84	1013/6	1013/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	975													
86	84	167	167	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	976		articStaccatoBelow											
86	84	669/4	669/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	977		articStaccatoBelow											
86	84	335/2	335/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	978		articStaccatoBelow											
86	84	671/4	671/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	979		articStaccatoBelow											
86	84	168	168	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	980		articStaccatoAbove											
86	84	673/4	673/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	981		articStaccatoAbove											
86	84	337/2	337/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	982		articStaccatoAbove											
86	84	675/4	675/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	983		articStaccatoAbove											
87	85	169	169	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	984													
87	85	1015/6	1015/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	985													
87	85	508/3	508/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	986													
87	85	339/2	339/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	987													
87	85	509/3	509/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	988													
87	85	1019/6	1019/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	989													
87	85	170	170	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	990													
87	85	1021/6	1021/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	991													
87	85	511/3	511/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	992													
87	85	341/2	341/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	993													
87	85	512/3	512/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	994													
87	85	1025/6	1025/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	995													
87	85	169	169	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	996		articStaccatoAbove											
87	85	677/4	677/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	997		articStaccatoAbove											
87	85	339/2	339/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	998		articStaccatoAbove											
87	85	679/4	679/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	999		articStaccatoAbove											
87	85	170	170	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1000		articStaccatoBelow											
87	85	681/4	681/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1001		articStaccatoBelow											
87	85	341/2	341/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1002		articStaccatoBelow											
87	85	683/4	683/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1003		articStaccatoBelow											
88	86	171	171	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1004													
88	86	1027/6	1027/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1005													
88	86	514/3	514/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1006													
88	86	343/2	343/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1007													
88	86	515/3	515/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1008													
88	86	1031/6	1031/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1009													
88	86	172	172	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1010													
88	86	1033/6	1033/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1011													
88	86	517/3	517/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1012													
88	86	345/2	345/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1013													
88	86	518/3	518/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1014													
88	86	1037/6	1037/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1015													
88	86	171	171	0.0	0	0	Dynamic	2/4	2	2	0					f												
88	86	171	171	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1016													
88	86	172	172	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1017													
88	86	689/4	689/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1018									175				
88	86	345/2	345/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1019									175				
88	86	691/4	691/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1020									175				
89	87	173	173	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1021													
89	87	1039/6	1039/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1022													
89	87	520/3	520/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1023													
89	87	347/2	347/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1024													
89	87	521/3	521/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1025													
89	87	1043/6	1043/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1026													
89	87	174	174	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1027													
89	87	1045/6	1045/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1028													
89	87	523/3	523/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1029													
89	87	349/2	349/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1030													
89	87	524/3	524/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1031													
89	87	1049/6	1049/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1032													
89	87	173	173	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	1033									175				
89	87	693/4	693/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1034									175				
89	87	347/2	347/2	0.75	1/8	1/8	Chord	2/4	2	2	3/16		1/8	3/2	1035													
89	87	697/4	697/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1036									176				
89	87	349/2	349/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1037									176				
89	87	699/4	699/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1038									176				
90	88	175	175	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1039													
90	88	1051/6	1051/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1040													
90	88	526/3	526/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1041													
90	88	351/2	351/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1042													
90	88	527/3	527/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1043													
90	88	1055/6	1055/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1044													
90	88	176	176	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1045													
90	88	1057/6	1057/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1046													
90	88	529/3	529/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1047													
90	88	353/2	353/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1048													
90	88	530/3	530/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1049													
90	88	1061/6	1061/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1050													
90	88	175	175	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	1051									176				
90	88	701/4	701/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1052									176				
90	88	351/2	351/2	0.75	1/8	1/8	Chord	2/4	2	2	3/16		1/8	3/2	1053													
90	88	705/4	705/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1054									177				
90	88	353/2	353/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1055									177				
90	88	707/4	707/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1056									177				
91	89	177	177	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1057													
91	89	1063/6	1063/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1058													
91	89	532/3	532/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1059													
91	89	355/2	355/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1060													
91	89	533/3	533/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1061													
91	89	1067/6	1067/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1062													
91	89	178	178	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1063													
91	89	1069/6	1069/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1064													
91	89	535/3	535/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1065													
91	89	357/2	357/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1066													
91	89	536/3	536/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1067													
91	89	1073/6	1073/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1068													
91	89	177	177	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	1069		articStaccatoAbove											
91	89	709/4	709/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1070		articStaccatoAbove											
91	89	355/2	355/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1071		articStaccatoAbove											
91	89	711/4	711/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1072		articStaccatoAbove											
91	89	178	178	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1073		articStaccatoAbove											
91	89	713/4	713/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1074		articStaccatoAbove											
91	89	357/2	357/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1075		articStaccatoAbove											
91	89	715/4	715/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1076		articStaccatoAbove											
92	90	179	179	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1077													
92	90	1075/6	1075/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1078													
92	90	538/3	538/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1079													
92	90	359/2	359/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1080													
92	90	539/3	539/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1081													
92	90	1079/6	1079/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1082													
92	90	180	180	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1083													
92	90	1081/6	1081/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1084													
92	90	541/3	541/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1085													
92	90	361/2	361/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1086													
92	90	542/3	542/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1087													
92	90	1085/6	1085/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1088													
92	90	179	179	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	1089		articStaccatoAbove											
92	90	717/4	717/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1090		articStaccatoAbove											
92	90	359/2	359/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1091		articStaccatoAbove											
92	90	719/4	719/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1092		articStaccatoAbove											
92	90	180	180	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1093		articStaccatoAbove											
92	90	721/4	721/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1094		articStaccatoAbove											
92	90	361/2	361/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1095		articStaccatoAbove											
92	90	723/4	723/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1096		articStaccatoAbove											
93	91	181	181	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1097													
93	91	1087/6	1087/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1098													
93	91	544/3	544/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1099													
93	91	363/2	363/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1100													
93	91	545/3	545/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1101													
93	91	1091/6	1091/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1102													
93	91	182	182	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1103													
93	91	1093/6	1093/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1104													
93	91	547/3	547/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1105													
93	91	365/2	365/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1106													
93	91	548/3	548/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1107													
93	91	1097/6	1097/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1108													
93	91	181	181	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	1109		articStaccatoBelow											
93	91	725/4	725/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1110		articStaccatoBelow											
93	91	363/2	363/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1111		articStaccatoBelow											
93	91	727/4	727/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1112		articStaccatoBelow											
93	91	182	182	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1113		articStaccatoAbove											
93	91	729/4	729/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1114		articStaccatoAbove											
93	91	365/2	365/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1115		articStaccatoAbove											
93	91	731/4	731/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1116		articStaccatoAbove											
94	92	183	183	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1117													
94	92	1099/6	1099/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1118													
94	92	550/3	550/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1119													
94	92	367/2	367/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1120													
94	92	551/3	551/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1121													
94	92	1103/6	1103/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1122													
94	92	184	184	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1123													
94	92	1105/6	1105/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1124													
94	92	553/3	553/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1125													
94	92	369/2	369/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1126													
94	92	554/3	554/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1127													
94	92	1109/6	1109/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1128													
94	92	183	183	0.25	0	0	Chord	2/4	2	2	1/16		1/16	1	1129		articStaccatoAbove											
94	92	733/4	733/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	1130		articStaccatoAbove											
94	92	367/2	367/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	1131		articStaccatoAbove											
94	92	735/4	735/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	1132		articStaccatoAbove											
94	92	184	184	0.25	1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	1133		articStaccatoAbove											
94	92	737/4	737/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	1134		articStaccatoAbove											
94	92	369/2	369/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	1135		articStaccatoAbove											
94	92	739/4	739/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	1136		articStaccatoAbove											
95	93	185	185	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1137													
95	93	1111/6	1111/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1138													
95	93	556/3	556/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1139													
95	93	371/2	371/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1140													
95	93	557/3	557/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1141													
95	93	1115/6	1115/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1142													
95	93	186	186	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1143													
