mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin
122	118	1367/4	1367/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16	1/16	1	912															
123	119	342	342	0.0	0	0	Spanner	3/4	1	1	0																		
123	119	342	342	0.0	0	0	Spanner	3/4	1	1	0																		25
123	119	342	342	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	913								133							25
123	119	343	343	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	914															25
123	119	687/2	687/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0				p														
123	119	687/2	687/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
123	119	344	344	0.0	1/2	1/2	Spanner	3/4	1	1	0																7		
123	119	344	344	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	915								134					7		
123	119	1379/4	1379/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	916													7		
123	119	342	342	0.0	0	0	Dynamic	3/4	1	2	0				mf												7		
123	119	342	342	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	917													7		
123	119	343	343	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	918													7		
123	119	344	344	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	919													7		
123	119	342	342	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	920								135							
123	119	343	343	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	921															
123	119	344	344	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	922								136							
123	119	1379/4	1379/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	923															
124	120	345	345	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	924								137					7		
124	120	346	346	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	925													7		
124	120	347	347	0.0	1/2	1/2	Dynamic	3/4	1	1	0				f														
124	120	347	347	0.0	1/2	1/2	Spanner	3/4	1	1	0																		
124	120	347	347	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	926															
124	120	345	345	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	927								138							
124	120	346	346	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	928															
124	120	347	347	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	929															
125	121	348	348	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	930															
125	121	350	350	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p														
125	121	350	350	0.0	1/2	1/2	Spanner	3/4	1	1	0															16			
125	121	350	350	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	931								139				16			
125	121	1403/4	1403/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	932												16			
125	121	348	348	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	933															
125	121	350	350	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	934								140							
125	121	1403/4	1403/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	935															
126	122	351	351	0.0	0	0	Dynamic	3/4	1	1	0				mf														
126	122	351	351	0.0	0	0	Spanner	3/4	1	1	0																		
126	122	351	351	0.0	0	0	Spanner	3/4	1	1	0																		26
126	122	351	351	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	936								141							26
126	122	352	352	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	937															26
126	122	705/2	705/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0				p														
126	122	705/2	705/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
126	122	353	353	0.0	1/2	1/2	Spanner	3/4	1	1	0															17			
126	122	353	353	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	938								142				17			
126	122	1415/4	1415/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	939												17			
126	122	703/2	703/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	940												17			
126	122	352	352	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	941												17			
126	122	351	351	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	942								143							
126	122	352	352	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	943															
126	122	353	353	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	944								144							
126	122	1415/4	1415/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	945															
127	123	354	354	0.0	0	0	Dynamic	3/4	1	1	0				mf														
127	123	354	354	0.0	0	0	Spanner	3/4	1	1	0																		
127	123	354	354	0.0	0	0	Spanner	3/4	1	1	0																		27
127	123	354	354	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	946								145							27
127	123	355	355	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	947															27
127	123	711/2	711/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0				p														
127	123	711/2	711/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
127	123	356	356	0.0	1/2	1/2	Spanner	3/4	1	1	0															18			
127	123	356	356	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	948								146				18			
127	123	1427/4	1427/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	949												18			
127	123	709/2	709/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	950												18			
127	123	355	355	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	951												18			
127	123	354	354	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	952								147							
127	123	355	355	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	953															
127	123	356	356	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	954								148							
127	123	1427/4	1427/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	955															
128	124	357	357	0.0	0	0	Dynamic	3/4	1	1	0				mf														
128	124	357	357	0.0	0	0	Spanner	3/4	1	1	0																		
128	124	357	357	0.0	0	0	Spanner	3/4	1	1	0																		28
128	124	357	357	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	956								149							28
128	124	358	358	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	957															28
128	124	717/2	717/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0				p														
128	124	717/2	717/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
128	124	359	359	0.0	1/2	1/2	Spanner	3/4	1	1	0															19			
128	124	359	359	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	958								150				19			
128	124	1439/4	1439/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	959												19			
128	124	715/2	715/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	960												19			
128	124	358	358	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	961												19			
128	124	357	357	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	962								151							
128	124	358	358	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	963															
128	124	359	359	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	964								152							
128	124	1439/4	1439/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	965															
129	125	360	360	0.0	0	0	Dynamic	3/4	1	1	0				mf														
129	125	360	360	0.0	0	0	Spanner	3/4	1	1	0																		
129	125	360	360	0.0	0	0	Spanner	3/4	1	1	0																		29
129	125	360	360	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	966								153							29
129	125	361	361	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	967															29
129	125	723/2	723/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0				p														
129	125	723/2	723/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
129	125	362	362	0.0	1/2	1/2	Spanner	3/4	1	1	0																8		
129	125	362	362	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	968								154					8		
129	125	1451/4	1451/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	969													8		
129	125	721/2	721/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	970								155					8		
129	125	361	361	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	971													8		
129	125	362	362	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	972													8		
129	125	360	360	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	973								156							
129	125	361	361	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	974															
129	125	362	362	0.75	1/2	1/2	Chord	3/4	2	2	3/16	1/8	3/2	975								157							
129	125	1451/4	1451/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16	1/16	1	976															
130	126	363	363	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	977								158					8		
130	126	364	364	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	978													8		
130	126	365	365	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	979								159					8		
130	126	1463/4	1463/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	980													8		
130	126	727/2	727/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	981													8		
130	126	364	364	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	982													8		
130	126	365	365	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	983													8		
130	126	363	363	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	984								160							
130	126	364	364	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	985															
130	126	365	365	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	986								161							
130	126	1463/4	1463/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	987															
131	127	366	366	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	988								162					8		
131	127	367	367	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	989													8		
131	127	368	368	0.0	1/2	1/2	Dynamic	3/4	1	1	0				f														
131	127	368	368	0.0	1/2	1/2	Spanner	3/4	1	1	0																		
131	127	368	368	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	990															
131	127	733/2	733/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	991								163							
131	127	367	367	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	992															
131	127	366	366	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	993								164							
131	127	367	367	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	994															
131	127	368	368	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	995															
132	128	369	369	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	996															
132	128	371	371	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p														
132	128	371	371	0.0	1/2	1/2	Spanner	3/4	1	1	0																		30
132	128	371	371	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	997								165							30
132	128	1487/4	1487/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	998															30
132	128	369	369	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	999															
132	128	371	371	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1000															
133	129	372	372	0.0	0	0	Spanner	3/4	1	1	0																		
133	129	372	372	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1001								166							
133	129	373	373	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1002															
133	129	374	374	0.0	1/2	1/2	Spanner	3/4	1	1	0																		31
133	129	374	374	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1003								167							31
133	129	1499/4	1499/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1004															31
133	129	372	372	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1005															
133	129	745/2	745/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1006								168							
133	129	373	373	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1007															
133	129	374	374	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1008															
134	130	375	375	0.0	0	0	Spanner	3/4	1	1	0																		
134	130	375	375	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1009								169							
134	130	376	376	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1010															
134	130	377	377	0.0	1/2	1/2	Spanner	3/4	1	1	0																		32
134	130	377	377	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1011								170							32
134	130	1511/4	1511/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1012															32
134	130	375	375	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1013															
134	130	751/2	751/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1014								171							
134	130	376	376	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1015															
134	130	377	377	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1016															
135	131	378	378	0.0	0	0	Spanner	3/4	1	1	0																		
135	131	378	378	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1017								172							
135	131	379	379	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1018															
135	131	380	380	0.0	1/2	1/2	Spanner	3/4	1	1	0																		33
135	131	380	380	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1019								173							33
135	131	1523/4	1523/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1020															33
135	131	757/2	757/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	1021															33
135	131	379	379	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	1022															33
135	131	378	378	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1023															
135	131	757/2	757/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1024								174							
135	131	379	379	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1025															
135	131	380	380	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1026															
136	132	381	381	0.0	0	0	Spanner	3/4	1	1	0																		
136	132	381	381	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1027								175							
136	132	382	382	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1028															
136	132	383	383	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p														
136	132	383	383	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1029								176							
136	132	1535/4	1535/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1030															
136	132	763/2	763/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	1031															
136	132	382	382	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	1032															
136	132	381	381	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1033															
136	132	763/2	763/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1034								177							
136	132	382	382	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1035															
136	132	383	383	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1036															
137	133	384	384	0.0	0	0	Spanner	3/4	1	1	0																	4	
137	133	384	384	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1037								178						4	
137	133	386	386	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1038								178						4	
137	133	384	384	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1039															
137	133	385	385	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	1040															
138	134	387	387	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1041								178						4	
138	134	388	388	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1042								178						4	
138	134	389	389	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1043								178						4	
138	134	387	387	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1044															
138	134	388	388	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1045															
138	134	389	389	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1046															
139	135	390	390	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1047								178						4	
139	135	391	391	0.0	1/4	1/4	Dynamic	3/4	1	1	0				pp							178							
139	135	391	391	0.0	1/4	1/4	Spanner	3/4	1	1	0											178							
139	135	391	391	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1048								178							
139	135	392	392	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1049								178							
139	135	390	390	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1050															
139	135	391	391	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1051															
139	135	392	392	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1052															
140	136	393	393	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1053								178							
140	136	394	394	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1054															
140	136	393	393	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	1055															
140	136	393	393	2.0	0	0	Chord	3/4	2	3	1/2	1/2	1	1056															
141	137	397	397	0.0	1/4	1/4	Dynamic	3/4	1	1	0				pp														
141	137	398	398	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1057								179							
141	137	1595/4	1595/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1058															
142	138	399	399	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1059								180							
142	138	400	400	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1060															
142	138	401	401	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1061								181							
142	138	1607/4	1607/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1062															
142	138	401	401	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	1063															
142	138	401	401	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1064															
142	138	401	401	0.75	1/2	1/2	Chord	3/4	2	2	3/16	1/8	3/2	1065								182							
142	138	1607/4	1607/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16	1/16	1	1066															
143	139	402	402	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1067								183							
143	139	403	403	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1068															
143	139	404	404	0.0	1/2	1/2	Dynamic	3/4	1	1	0				pp														
143	139	404	404	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1069								184							
143	139	1619/4	1619/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1070															
143	139	402	402	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	1071															
143	139	805/2	805/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	1072															
143	139	403	403	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	1073															
143	139	402	402	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	1074															
143	139	404	404	0.0	1/2	1/2	Spanner	3/4	2	1	0												11	11					
143	139	404	404	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	1075								185	11	11					
143	139	1619/4	1619/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1076									11	11					
143	139	402	402	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	1077								186	11	11					
143	139	403	403	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	1078									11	11					
144	140	405	405	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1079								187							
144	140	406	406	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1080															
144	140	407	407	0.0	1/2	1/2	Spanner	3/4	1	1	0																9		
144	140	407	407	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1081								188					9		
144	140	1631/4	1631/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1082													9		
144	140	405	405	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1083								189	11	11					
144	140	406	406	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1084									11	11					
144	140	813/2	813/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
144	140	407	407	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1085															
145	141	408	408	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1086								190					9		
145	141	409	409	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1087													9		
145	141	410	410	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1088								191					9		
145	141	1643/4	1643/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1089													9		
145	141	408	408	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1090															
145	141	817/2	817/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1091								192							
145	141	409	409	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1092															
145	141	410	410	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1093															
146	142	411	411	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1094								193					9		
146	142	412	412	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1095													9		
146	142	413	413	0.0	1/2	1/2	Dynamic	3/4	1	1	0				f														
146	142	413	413	0.0	1/2	1/2	Spanner	3/4	1	1	0																		
146	142	413	413	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1096								194							
146	142	1655/4	1655/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1097															
146	142	411	411	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1098															
146	142	823/2	823/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1099								195							
146	142	412	412	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1100															
146	142	413	413	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1101															
147	143	414	414	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1102								196							
147	143	415	415	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1103															
147	143	416	416	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1104															
147	143	414	414	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1105															
147	143	829/2	829/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1106								197							
147	143	415	415	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1107															
147	143	416	416	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1108															
148	144	417	417	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1109															
148	144	419	419	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p														
148	144	419	419	0.0	1/2	1/2	Spanner	3/4	1	1	0																		34
148	144	419	419	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1110								198							34
148	144	1679/4	1679/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1111															34
148	144	417	417	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1112															
148	144	419	419	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1113															
149	145	420	420	0.0	0	0	Spanner	3/4	1	1	0																		
149	145	420	420	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1114								199							
149	145	421	421	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1115															
149	145	422	422	0.0	1/2	1/2	Spanner	3/4	1	1	0																		35
149	145	422	422	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1116								200							35
149	145	1691/4	1691/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1117															35
149	145	420	420	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1118															
149	145	841/2	841/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1119								201							
149	145	421	421	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1120															
149	145	422	422	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1121															
150	146	423	423	0.0	0	0	Spanner	3/4	1	1	0																		
150	146	423	423	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1122								202							
150	146	424	424	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1123															
150	146	425	425	0.0	1/2	1/2	Spanner	3/4	1	1	0																		36
150	146	425	425	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1124								203							36
150	146	1703/4	1703/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1125															36
150	146	423	423	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1126															
150	146	847/2	847/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1127								204							
150	146	424	424	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1128															
150	146	425	425	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1129															
151	147	426	426	0.0	0	0	Spanner	3/4	1	1	0																		
151	147	426	426	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1130								205							
151	147	427	427	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1131															
151	147	428	428	0.0	1/2	1/2	Spanner	3/4	1	1	0																		37
151	147	428	428	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1132								206							37
151	147	1715/4	1715/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1133															37
151	147	853/2	853/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	1134															37
151	147	427	427	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	1135															37
151	147	426	426	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1136															
151	147	853/2	853/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1137								207							
151	147	427	427	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1138															
151	147	428	428	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1139															
152	148	429	429	0.0	0	0	Spanner	3/4	1	1	0																		
152	148	429	429	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1140								208							
152	148	430	430	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1141															
152	148	431	431	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p														
152	148	431	431	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1142								209							
152	148	1727/4	1727/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1143															
152	148	859/2	859/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	1144															
152	148	430	430	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	1145															
152	148	429	429	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	1146															
152	148	859/2	859/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1147								210							
152	148	430	430	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1148															
152	148	431	431	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1149															
153	149	432	432	0.0	0	0	Spanner	3/4	1	1	0																	5	
