mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_line
11	10	38	38	0.5		0	1/2	Chord	4/4	2	1	1/8		1/8	1	253												
11	10	39	39	0.5		1/4	3/4	Chord	4/4	2	1	1/8		1/8	1	254												
12	11	40	40	0.0		0	0	Dynamic	2/2	1	1	0						p										
12	11	40	40	0.0		0	0	Tempo	2/2	1	1	0								𝅗𝅥=100	200.0	𝅗𝅥	100.0	0.0				
12	11	40	40	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	255	p											
12	11	43	43	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	256			articStaccatoBelow									
12	11	40	40	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	257												
12	11	81/2	81/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	258												
12	11	41	41	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	259												
12	11	83/2	83/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	260												
12	11	42	42	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	261												
12	11	85/2	85/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	262												
12	11	43	43	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	263												
12	11	87/2	87/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	264												
13	12	44	44	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	265			articStaccatoBelow									
13	12	45	45	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	266			articStaccatoBelow									
13	12	46	46	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	267			articStaccatoBelow									
13	12	47	47	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	268			articStaccatoBelow									
13	12	44	44	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	269												
13	12	89/2	89/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	270												
13	12	45	45	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	271												
13	12	91/2	91/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	272												
13	12	46	46	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	273												
13	12	93/2	93/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	274												
13	12	47	47	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	275												
13	12	95/2	95/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	276												
14	13	48	48	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	277			articStaccatoBelow									
14	13	49	49	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	278												
14	13	51	51	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	279			articStaccatoAbove									
14	13	48	48	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	280												
14	13	97/2	97/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	281												
14	13	49	49	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	282												
14	13	99/2	99/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	283												
14	13	50	50	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	284												
14	13	101/2	101/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	285												
14	13	51	51	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	286												
14	13	103/2	103/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	287												
15	14	52	52	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	288			articStaccatoAbove									
15	14	53	53	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	289			articStaccatoAbove									
15	14	54	54	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	290			articStaccatoAbove									
15	14	55	55	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	291			articStaccatoAbove									
15	14	52	52	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	292												
15	14	105/2	105/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	293												
15	14	53	53	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	294												
15	14	107/2	107/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	295												
15	14	54	54	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	296												
15	14	109/2	109/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	297												
15	14	55	55	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	298												
15	14	111/2	111/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	299												
16	15	56	56	0.0		0	0	Spanner	2/2	1	1	0																2
16	15	56	56	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	300	<		articStaccatoAbove									2
16	15	58	58	0.0		1/2	1/2	Spanner	2/2	1	1	0																
16	15	58	58	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	301			articStaccatoAbove									
16	15	56	56	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	302												
16	15	113/2	113/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	303												
16	15	57	57	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	304												
16	15	115/2	115/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	305												
16	15	58	58	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	306												
16	15	117/2	117/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	307												
16	15	59	59	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	308												
16	15	119/2	119/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	309												
17	16	60	60	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	310			articStaccatoAbove									
17	16	62	62	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	311			articStaccatoBelow									
17	16	60	60	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	312												
17	16	121/2	121/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	313												
17	16	61	61	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	314												
17	16	123/2	123/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	315												
17	16	62	62	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	316												
17	16	125/2	125/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	317												
17	16	63	63	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	318												
17	16	127/2	127/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	319												
18	17	64	64	4.0		0	0	Chord	2/2	1	1	1		1	1	320									19			
18	17	64	64	2.0		0	0	Chord	2/2	1	2	1/2		1/2	1	321												
18	17	66	66	2.0		1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	322												
18	17	64	64	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	323												
18	17	129/2	129/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	324												
18	17	65	65	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	325												
18	17	131/2	131/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	326												
18	17	66	66	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	327												
18	17	133/2	133/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	328												
18	17	67	67	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	329												
18	17	135/2	135/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	330												
19	18	68	68	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	331									19			
19	18	70	70	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	332												
19	18	68	68	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	333												
19	18	137/2	137/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	334												
19	18	69	69	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	335												
19	18	139/2	139/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	336												
19	18	70	70	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	337												
19	18	141/2	141/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	338												
19	18	71	71	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	339												
19	18	143/2	143/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	340												
20	19	72	72	0.0		0	0	Dynamic	2/2	1	1	0						p										
20	19	72	72	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	341	p		articStaccatoBelow									
20	19	73	73	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	342												
20	19	75	75	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	343			articStaccatoBelow									
20	19	72	72	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	344												
20	19	145/2	145/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	345												
20	19	73	73	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	346												
20	19	147/2	147/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	347												
20	19	74	74	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	348												
20	19	149/2	149/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	349												
20	19	75	75	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	350												
20	19	151/2	151/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	351												
21	20	76	76	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	352			articStaccatoBelow									
21	20	77	77	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	353			articStaccatoBelow									
21	20	78	78	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	354			articStaccatoBelow									
21	20	79	79	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	355			articStaccatoBelow									
21	20	76	76	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	356												
21	20	153/2	153/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	357												
21	20	77	77	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	358												
21	20	155/2	155/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	359												
21	20	78	78	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	360												
21	20	157/2	157/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	361												
21	20	79	79	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	362												
21	20	159/2	159/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	363												
22	21	80	80	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	364			articStaccatoBelow									
22	21	81	81	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	365												
22	21	83	83	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	366			articStaccatoAbove									
22	21	80	80	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	367												
22	21	161/2	161/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	368												
22	21	81	81	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	369												
22	21	163/2	163/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	370												
22	21	82	82	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	371												
22	21	165/2	165/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	372												
22	21	83	83	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	373												
22	21	167/2	167/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	374												
23	22	84	84	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	375			articStaccatoAbove									
23	22	85	85	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	376			articStaccatoAbove									
23	22	86	86	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	377			articStaccatoAbove									
23	22	87	87	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	378			articStaccatoAbove									
23	22	84	84	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	379												
23	22	169/2	169/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	380												
23	22	85	85	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	381												
23	22	171/2	171/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	382												
23	22	86	86	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	383												
23	22	173/2	173/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	384												
23	22	87	87	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	385												
23	22	175/2	175/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	386												
24	23	88	88	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	387	<		articStaccatoAbove									
24	23	90	90	0.0		1/2	1/2	Spanner	2/2	1	1	0																3
24	23	90	90	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	388			articStaccatoBelow									3
24	23	90	90	2.0		1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	389			articStaccatoAbove									3
24	23	88	88	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	390												
24	23	177/2	177/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	391												
24	23	89	89	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	392												
24	23	179/2	179/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	393												
24	23	90	90	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	394												
24	23	181/2	181/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	395												
24	23	91	91	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	396												
24	23	183/2	183/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	397												
25	24	92	92	0.0		0	0	Spanner	2/2	1	1	0																
25	24	92	92	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	398			articStaccatoBelow									
25	24	94	94	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	399			articStaccatoBelow									
25	24	92	92	2.0		0	0	Chord	2/2	1	2	1/2		1/2	1	400			articStaccatoAbove									
25	24	94	94	2.0		1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	401			articStaccatoAbove									
25	24	92	92	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	402												
25	24	185/2	185/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	403												
25	24	93	93	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	404												
25	24	187/2	187/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	405												
25	24	94	94	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	406												
25	24	189/2	189/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	407												
25	24	95	95	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	408												
25	24	191/2	191/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	409												
26	25	96	96	4.0		0	0	Chord	2/2	1	1	1		1	1	410									20			
26	25	96	96	2.0		0	0	Chord	2/2	1	2	1/2		1/2	1	411												
26	25	98	98	2.0		1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	412												
26	25	96	96	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	413												
26	25	193/2	193/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	414												
26	25	97	97	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	415												
26	25	195/2	195/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	416												
26	25	98	98	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	417												
26	25	197/2	197/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	418												
26	25	99	99	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	419												
26	25	199/2	199/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	420												
27	26	100	100	4.0		0	0	Chord	2/2	1	1	1		1	1	421												
27	26	100	100	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	422												
27	26	201/2	201/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	423												
27	26	101	101	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	424												
27	26	203/2	203/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	425												
27	26	102	102	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	426												
27	26	205/2	205/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	427												
27	26	103	103	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	428												
27	26	207/2	207/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	429												
28	27	104	104	0.0		0	0	Dynamic	2/2	1	1	0						p										
28	27	104	104	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	430	p											
28	27	106	106	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	431												
28	27	104	104	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	432												
28	27	105	105	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	433												
28	27	106	106	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	434												
28	27	107	107	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	435												
29	28	108	108	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	436												
29	28	110	110	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	437												
29	28	108	108	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	438												
29	28	109	109	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	439												
29	28	110	110	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	440												
29	28	111	111	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	441												
30	29	112	112	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	442												
30	29	225/2	225/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	443												
30	29	113	113	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	444												
30	29	227/2	227/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	445												
30	29	114	114	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	446												
30	29	229/2	229/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	447												
30	29	115	115	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	448												
30	29	231/2	231/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	449												
30	29	112	112	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	450												
31	30	116	116	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	451												
31	30	233/2	233/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	452												
31	30	117	117	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	453												
31	30	235/2	235/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	454												
31	30	118	118	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	455												
31	30	237/2	237/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	456												
31	30	119	119	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	457												
31	30	239/2	239/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	458												
31	30	118	118	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	459												
31	30	237/2	237/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	460												
31	30	119	119	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	461												
31	30	239/2	239/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	462												
32	31	120	120	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	463												
32	31	122	122	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf										
32	31	122	122	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	464												
32	31	120	120	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	465												
32	31	121	121	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	466												
32	31	122	122	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	467												
32	31	123	123	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	468												
33	32	124	124	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	469												
33	32	126	126	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf										
33	32	126	126	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	470												
33	32	124	124	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	471												
33	32	125	125	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	472												
33	32	126	126	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	473												
33	32	127	127	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	474												
34	33	128	128	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	475												
34	33	257/2	257/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	476												
34	33	129	129	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	477												
34	33	259/2	259/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	478												
34	33	130	130	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	479												
34	33	261/2	261/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	480												
34	33	131	131	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	481												
34	33	263/2	263/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	482												
34	33	128	128	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	483												
35	34	132	132	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	484												
35	34	265/2	265/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	485												
35	34	133	133	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	486												
35	34	267/2	267/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	487												
35	34	134	134	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	488												
35	34	269/2	269/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	489												
35	34	135	135	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	490												
35	34	271/2	271/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	491												
35	34	134	134	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	492												
35	34	269/2	269/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	493												
35	34	135	135	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	494												
35	34	271/2	271/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	495												
36	35	136	136	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	496												
36	35	137	137	0.0		1/4	1/4	Spanner	2/2	1	1	0																4
36	35	137	137	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	497			articStaccatoBelow									4
36	35	138	138	0.0		1/2	1/2	Spanner	2/2	1	1	0																
36	35	138	138	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	498			articStaccatoBelow									
36	35	139	139	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	499			articStaccatoBelow									
36	35	136	136	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	500												
36	35	273/2	273/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	501												
36	35	137	137	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	502												
36	35	275/2	275/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	503												
36	35	138	138	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	504												
36	35	277/2	277/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	505												
36	35	139	139	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	506												
36	35	279/2	279/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	507												
37	36	140	140	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	508			articStaccatoBelow									
37	36	141	141	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	509			articStaccatoAbove									
37	36	142	142	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	510			articStaccatoAbove									
37	36	143	143	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	511			articStaccatoAbove									
37	36	140	140	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	512												
37	36	281/2	281/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	513												
37	36	141	141	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	514												
37	36	283/2	283/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	515												
37	36	142	142	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	516												
37	36	285/2	285/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	517												
37	36	143	143	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	518												
37	36	287/2	287/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	519												
38	37	144	144	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	520			articStaccatoAbove									
38	37	144	144	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	521												
38	37	289/2	289/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	522												
38	37	145	145	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	523												
38	37	291/2	291/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	524												
38	37	146	146	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	525												
38	37	293/2	293/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	526												
38	37	147	147	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	527												
38	37	295/2	295/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	528												
39	38	148	148	4.0		0	0	Chord	2/2	1	1	1		1	1	529									21			
39	38	148	148	0.0		0	0	Dynamic	2/2	2	1	0						sf										
39	38	148	148	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	530												
39	38	297/2	297/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	531												
39	38	149	149	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	532												
39	38	299/2	299/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	533												
39	38	150	150	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	534												
39	38	301/2	301/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	535												
