mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line
21	21	61	61	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	242																	
22	22	63	63	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0									
22	22	63	63	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	243																	
22	22	63	63	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	244									17								
22	22	505/8	505/8	0.0	1/32	1/32	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0	17								
22	22	64	64	0.0	1/4	1/4	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0									
22	22	64	64	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	245																	
22	22	129/2	129/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																				4		
22	22	129/2	129/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	246									18						4		
22	22	65	65	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	247									18						4		
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	248															4		
22	22	63	63	0.125	0	0	Chord	6/8	1	4	1/32			1/32	1	249															4		
22	22	505/8	505/8	0.125	1/32	1/32	Chord	6/8	1	4	1/32			1/32	1	250															4		
22	22	63	63	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	251																	
22	22	129/2	129/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	252																	
23	23	66	66	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	253									19						4		
23	23	133/2	133/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	254									19						4		
23	23	67	67	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	255															4		
23	23	135/2	135/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																						
23	23	135/2	135/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	256									20								
23	23	68	68	0.0	1/2	1/2	Spanner	6/8	1	1	0														20					5			
23	23	68	68	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	257									20					5			
23	23	275/4	275/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	258														5			
23	23	66	66	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	259																	
23	23	135/2	135/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	260																	
23	23	68	68	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	261																	
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	262																	
23	23	135/2	135/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	263																	
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	264																	
24	24	69	69	0.0	0	0	Spanner	6/8	1	1	0																						
24	24	69	69	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	265																	
24	24	139/2	139/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	266																	
24	24	70	70	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	267																	
24	24	141/2	141/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	268																	
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	269																	
24	24	69	69	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	270																	
24	24	139/2	139/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	271																	
24	24	70	70	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	272																	
24	24	141/2	141/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	273																	
24	24	143/2	143/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	274																	
25	25	72	72	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	275									21								
25	25	145/2	145/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	276									21								
25	25	73	73	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	277									21								
25	25	147/2	147/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	278									21								
25	25	74	74	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	279									21								
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	280																	
25	25	72	72	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	281																	
25	25	145/2	145/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	282																	
25	25	73	73	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	283																	
25	25	147/2	147/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	284																	
25	25	74	74	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	285																	
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	286																	
25	25	72	72	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	287																	
25	25	145/2	145/2	1.0	1/8	1/8	Chord	6/8	2	2	1/4			1/4	1	288																	
25	25	74	74	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	289																	
26	26	75	75	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>espressivo</i>"														
26	26	75	75	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	290																	
26	26	151/2	151/2	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	291									22								
26	26	305/4	305/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	292																	
26	26	153/2	153/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	293																	
26	26	77	77	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	294									23								
26	26	311/4	311/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	295																	
26	26	75	75	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	296																	
26	26	151/2	151/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	297																	
26	26	153/2	153/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	298																	
26	26	77	77	0.75	1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	299									24								
26	26	311/4	311/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	300																	
26	26	77	77	1.0	1/2	1/2	Chord	6/8	2	2	1/4			1/4	1	301																	
27	27	78	78	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>tutte le corde</i>"														
27	27	78	78	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0									
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	302																	
27	27	78	78	0.0	0	0	Spanner	6/8	2	1	0																	2	2				
27	27	157/2	157/2	0.0	1/8	1/8	Dynamic	6/8	2	1	0						p											2	2				
27	27	157/2	157/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	303												2	2				
27	27	79	79	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	304												2	2				
27	27	159/2	159/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	305												2	2				
27	27	80	80	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	306												2	2				
27	27	161/2	161/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	307												2	2				
28	28	81	81	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	308																	
28	28	325/4	325/4	0.5	1/16	1/16	Chord	6/8	1	1	1/8			1/8	1	309																	
28	28	327/4	327/4	0.5	3/16	3/16	Chord	6/8	1	1	1/8			1/8	1	310																	
28	28	329/4	329/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	311																	
28	28	165/2	165/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	312																	
28	28	331/4	331/4	0.0	7/16	7/16	SystemText	6/8	1	1	0								"<i><font size=""12""/>con grand<font face=""Times New Roman""/>'</i>"														
28	28	331/4	331/4	0.5	7/16	7/16	Chord	6/8	1	1	1/8			1/8	1	313																	
28	28	333/4	333/4	0.5	9/16	9/16	Chord	6/8	1	1	1/8			1/8	1	314																	
28	28	335/4	335/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	315																	
28	28	82	82	0.5	1/4	1/4	Chord	6/8	1	3	1/8			1/8	1	316																	
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	1	3	1/8			1/8	1	317																	
28	28	83	83	0.5	1/2	1/2	Chord	6/8	1	3	1/8			1/8	1	318																	
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	1	3	1/8			1/8	1	319																	
28	28	81	81	0.0	0	0	Spanner	6/8	2	1	0																						
28	28	81	81	0.0	0	0	Spanner	6/8	2	1	0																	3	3				
28	28	81	81	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	320												3	3				
28	28	163/2	163/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	321												3	3				
28	28	82	82	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	322												3	3				
28	28	165/2	165/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	323												3	3				
28	28	83	83	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	324												3	3				
28	28	167/2	167/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	325												3	3				
29	29	84	84	0.0	0	0	SystemText	6/8	1	1	0								"<i><font size=""12""/>espressione</i>"														
29	29	337/4	337/4	0.5	1/16	1/16	Chord	6/8	1	1	1/8			1/8	1	326																	
29	29	339/4	339/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	327																	
29	29	85	85	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	328																	
29	29	343/4	343/4	0.5	7/16	7/16	Chord	6/8	1	1	1/8			1/8	1	329																	
29	29	345/4	345/4	0.5	9/16	9/16	Chord	6/8	1	1	1/8			1/8	1	330																	
29	29	347/4	347/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	331																	
29	29	84	84	1.0	0	0	Chord	6/8	1	3	1/4			1/4	1	332									25								
29	29	85	85	0.25	1/4	1/4	Chord	6/8	1	3	1/16			1/16	1	333																	
29	29	341/4	341/4	0.25	5/16	5/16	Chord	6/8	1	3	1/16			1/16	1	334																	
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	1	3	1/8			1/8	1	335																	
29	29	86	86	0.5	1/2	1/2	Chord	6/8	1	3	1/8			1/8	1	336																	
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	1	3	1/8			1/8	1	337																	
29	29	84	84	0.0	0	0	Spanner	6/8	2	1	0																						
29	29	84	84	0.0	0	0	Spanner	6/8	2	1	0																	4	4				
29	29	84	84	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	338												4	4				
29	29	169/2	169/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	339												4	4				
29	29	85	85	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	340												4	4				
29	29	171/2	171/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	341												4	4				
29	29	86	86	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	342												4	4				
29	29	173/2	173/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	343												4	4				
30	30	87	87	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	344																	
30	30	175/2	175/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	345																	
30	30	88	88	0.0	1/4	1/4	Spanner	6/8	1	1	0																				5		
30	30	88	88	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	346															5		
30	30	353/4	353/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	347															5		
30	30	177/2	177/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																						
30	30	177/2	177/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																			6			
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	348									26					6			
30	30	89	89	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	349									26					6			
30	30	357/4	357/4	0.0	9/16	9/16	Spanner	6/8	1	1	0														26								
30	30	359/4	359/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	350																	
30	30	87	87	0.25	0	0	Chord	6/8	1	2	1/16			1/16	1	351																	
30	30	349/4	349/4	0.5	1/16	1/16	Chord	6/8	1	2	1/8			1/8	1	352																	
30	30	351/4	351/4	0.5	3/16	3/16	Chord	6/8	1	2	1/8			1/8	1	353																	
30	30	353/4	353/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16			1/16	1	354																	
30	30	177/2	177/2	0.25	3/8	3/8	Chord	6/8	1	2	1/16			1/16	1	355																	
30	30	355/4	355/4	0.5	7/16	7/16	Chord	6/8	1	2	1/8			1/8	1	356																	
30	30	357/4	357/4	0.5	9/16	9/16	Chord	6/8	1	2	1/8			1/8	1	357																	
30	30	359/4	359/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16			1/16	1	358																	
30	30	87	87	0.0	0	0	Spanner	6/8	2	1	0																	5	5				
30	30	87	87	0.0	0	0	Spanner	6/8	2	1	0																	5	5				
30	30	87	87	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	359												5	5				
30	30	175/2	175/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	360												5	5				
30	30	88	88	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	361												5	5				
30	30	177/2	177/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	362												5	5				
30	30	89	89	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	363												5	5				
30	30	179/2	179/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	364												5	5				
31	31	90	90	0.0	0	0	Dynamic	6/8	1	1	0						p																
31	31	90	90	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	365																	
31	31	361/4	361/4	0.0	1/16	1/16	Spanner	6/8	1	1	0																					3	
31	31	361/4	361/4	0.5	1/16	1/16	Chord	6/8	1	1	1/8			1/8	1	366																3	
31	31	363/4	363/4	0.0	3/16	3/16	SystemText	6/8	1	1	0								"<font size=""12""/>-               -                -"													3	
31	31	363/4	363/4	0.5	3/16	3/16	Chord	6/8	1	1	1/8			1/8	1	367																3	
31	31	365/4	365/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	368																3	
31	31	183/2	183/2	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24			1/16	2/3	369																3	
31	31	275/3	275/3	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24			1/16	2/3	370																3	
31	31	551/6	551/6	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24			1/16	2/3	371																3	
31	31	92	92	0.16666666666666666	1/2	1/2	Chord	6/8	1	1	1/24			1/16	2/3	372																3	
31	31	553/6	553/6	0.16666666666666666	13/24	13/24	Chord	6/8	1	1	1/24			1/16	2/3	373																3	
31	31	277/3	277/3	0.16666666666666666	7/12	7/12	Chord	6/8	1	1	1/24			1/16	2/3	374																3	
31	31	185/2	185/2	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24			1/16	2/3	375																3	
31	31	278/3	278/3	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24			1/16	2/3	376																3	
31	31	557/6	557/6	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24			1/16	2/3	377																3	
31	31	90	90	0.0	0	0	Spanner	6/8	2	1	0																						
31	31	90	90	0.0	0	0	Spanner	6/8	2	1	0																	6	6				
31	31	90	90	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	378												6	6				
31	31	181/2	181/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	379												6	6				
31	31	91	91	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	380												6	6				
31	31	183/2	183/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	381												6	6				
31	31	92	92	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	382												6	6				
31	31	185/2	185/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	383												6	6				
32	32	93	93	0.0	0	0	Spanner	6/8	1	1	0																						
32	32	93	93	0.0	0	0	Spanner	6/8	1	1	0															0							
32	32	93	93	0.0	0	0	Chord	6/8	1	1	0	grace16after		1/16	1	384										0							
32	32	93	93	0.0	0	0	Chord	6/8	1	1	0	grace16after		1/16	1	385										0							
32	32	93	93	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	386										0							
32	32	94	94	0.0	1/4	1/4	Spanner	6/8	1	1	0																						
32	32	94	94	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24			1/16	2/3	387									27								
32	32	565/6	565/6	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24			1/16	2/3	388									27								
32	32	283/3	283/3	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24			1/16	2/3	389																	
32	32	189/2	189/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																			7			
32	32	189/2	189/2	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24			1/16	2/3	390									28					7			
32	32	284/3	284/3	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24			1/16	2/3	391									28					7			
32	32	569/6	569/6	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24			1/16	2/3	392														7			
32	32	95	95	0.16666666666666666	1/2	1/2	Chord	6/8	1	1	1/24			1/16	2/3	393									29					7			
32	32	571/6	571/6	0.16666666666666666	13/24	13/24	Chord	6/8	1	1	1/24			1/16	2/3	394									29					7			
32	32	286/3	286/3	0.16666666666666666	7/12	7/12	Chord	6/8	1	1	1/24			1/16	2/3	395														7			
32	32	191/2	191/2	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24			1/16	2/3	396									30					7			
32	32	287/3	287/3	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24			1/16	2/3	397									30					7			
32	32	575/6	575/6	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24			1/16	2/3	398														7			
32	32	93	93	0.75	0	0	Chord	6/8	1	4	3/16		c64	1/8	3/2	399														7			
32	32	93	93	0.75	0	0	Chord	6/8	1	4	3/16			1/8	3/2	400														7			
32	32	375/4	375/4	0.125	3/16	3/16	Chord	6/8	1	4	1/32			1/32	1	401														7			
32	32	751/8	751/8	0.125	7/32	7/32	Chord	6/8	1	4	1/32			1/32	1	402														7			
32	32	93	93	0.0	0	0	Spanner	6/8	2	1	0																						
32	32	93	93	0.0	0	0	Spanner	6/8	2	1	0																	7	7				
32	32	93	93	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	403												7	7				
32	32	187/2	187/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	404												7	7				
32	32	94	94	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	405												7	7				
32	32	189/2	189/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	406												7	7				
32	32	95	95	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	407												7	7				
32	32	191/2	191/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	408												7	7				
33	33	96	96	0.0	0	0	Dynamic	6/8	1	1	0						pp																
33	33	96	96	0.0	0	0	Spanner	6/8	1	1	0																						
33	33	96	96	0.125	0	0	Chord	6/8	1	1	1/32			1/32	1	409																	
33	33	769/8	769/8	0.0	1/32	1/32	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0									
33	33	769/8	769/8	0.125	1/32	1/32	Chord	6/8	1	1	1/32			1/32	1	410																	
33	33	385/4	385/4	0.125	1/16	1/16	Chord	6/8	1	1	1/32			1/32	1	411																	
33	33	771/8	771/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32			1/32	1	412																	
33	33	193/2	193/2	0.125	1/8	1/8	Chord	6/8	1	1	1/32			1/32	1	413																	
33	33	773/8	773/8	0.125	5/32	5/32	Chord	6/8	1	1	1/32			1/32	1	414																	
33	33	387/4	387/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	415																	
33	33	775/8	775/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	416																	
33	33	97	97	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24			1/16	2/3	417																	
33	33	583/6	583/6	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24			1/16	2/3	418																	
33	33	292/3	292/3	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24			1/16	2/3	419																	
33	33	195/2	195/2	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24			1/16	2/3	420																	
33	33	293/3	293/3	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24			1/16	2/3	421																	
33	33	587/6	587/6	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24			1/16	2/3	422																	
33	33	98	98	0.0	1/2	1/2	Spanner	6/8	1	1	0																				6		
33	33	98	98	0.125	1/2	1/2	Chord	6/8	1	1	1/32			1/32	1	423															6		
33	33	785/8	785/8	0.125	17/32	17/32	Chord	6/8	1	1	1/32			1/32	1	424															6		
33	33	393/4	393/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32			1/32	1	425															6		
33	33	787/8	787/8	0.0	19/32	19/32	Dynamic	6/8	1	1	0						mp														6		
33	33	787/8	787/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32			1/32	1	426															6		
33	33	197/2	197/2	0.0	5/8	5/8	Spanner	6/8	1	1	0																						
33	33	197/2	197/2	0.0	5/8	5/8	Spanner	6/8	1	1	0																			8			
33	33	197/2	197/2	0.125	5/8	5/8	Chord	6/8	1	1	1/32			1/32	1	427														8			
33	33	789/8	789/8	0.125	21/32	21/32	Chord	6/8	1	1	1/32			1/32	1	428														8			
33	33	395/4	395/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32			1/32	1	429														8			
33	33	791/8	791/8	0.0	23/32	23/32	Dynamic	6/8	1	1	0						pp													8			
33	33	791/8	791/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32			1/32	1	430														8			
33	33	96	96	0.0	0	0	Spanner	6/8	2	1	0																						
33	33	96	96	0.0	0	0	Spanner	6/8	2	1	0																	8	8				
33	33	96	96	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	431												8	8				
33	33	193/2	193/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	432												8	8				
33	33	97	97	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	433												8	8				
33	33	195/2	195/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	434												8	8				
33	33	98	98	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	435												8	8				
33	33	197/2	197/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	436												8	8				
34	34	99	99	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥𝅮=88	44.0	𝅘𝅥𝅮	88.0	0.0									
34	34	99	99	0.0	0	0	Spanner	6/8	1	1	0																						
34	34	99	99	0.0	0	0	Spanner	6/8	1	1	0																				7		
34	34	99	99	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	437															7		
34	34	199/2	199/2	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	438															7		
34	34	401/4	401/4	0.0	5/16	5/16	Dynamic	6/8	1	1	0						mp														7		
34	34	401/4	401/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	439															7		
34	34	201/2	201/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																						
34	34	201/2	201/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																			9			
34	34	201/2	201/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	440														9			
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	441														9			
34	34	397/4	397/4	0.5	1/16	1/16	Chord	6/8	1	2	1/8			1/8	1	442														9			
34	34	399/4	399/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16			1/16	1	443														9			
34	34	100	100	0.25	1/4	1/4	Chord	6/8	1	2	1/16			1/16	1	444														9			
34	34	403/4	403/4	0.5	7/16	7/16	Chord	6/8	1	2	1/8			1/8	1	445														9			
34	34	405/4	405/4	0.5	9/16	9/16	Chord	6/8	1	2	1/8			1/8	1	446														9			
34	34	407/4	407/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16			1/16	1	447														9			
34	34	99	99	0.0	0	0	Spanner	6/8	2	1	0																						
34	34	99	99	0.0	0	0	Spanner	6/8	2	1	0																	9	9				
34	34	99	99	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	448												9	9				
34	34	199/2	199/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	449												9	9				
34	34	100	100	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	450												9	9				
34	34	201/2	201/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	451												9	9				
34	34	101	101	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	452												9	9				
34	34	203/2	203/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	453												9	9				
35	35	102	102	0.0	0	0	Dynamic	6/8	1	1	0						pp																
35	35	102	102	0.0	0	0	Spanner	6/8	1	1	0																						
35	35	102	102	0.0	0	0	Spanner	6/8	1	1	0																				8		
35	35	102	102	0.16666666666666666	0	0	Chord	6/8	1	1	1/24			1/16	2/3	454									31						8		
35	35	613/6	613/6	0.16666666666666666	1/24	1/24	Chord	6/8	1	1	1/24			1/16	2/3	455									31						8		
35	35	307/3	307/3	0.16666666666666666	1/12	1/12	Chord	6/8	1	1	1/24			1/16	2/3	456									31						8		
35	35	205/2	205/2	0.125	1/8	1/8	Chord	6/8	1	1	1/32			1/32	1	457									31						8		
35	35	821/8	821/8	0.125	5/32	5/32	Chord	6/8	1	1	1/32			1/32	1	458									31						8		
35	35	411/4	411/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	459									31						8		
35	35	823/8	823/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	460									31						8		
35	35	103	103	0.125	1/4	1/4	Chord	6/8	1	1	1/32			1/32	1	461									31						8		
35	35	825/8	825/8	0.0	9/32	9/32	Dynamic	6/8	1	1	0						mp								31						8		
35	35	825/8	825/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32			1/32	1	462									31						8		
35	35	413/4	413/4	0.0	5/16	5/16	Spanner	6/8	1	1	0														31								
35	35	413/4	413/4	0.0	5/16	5/16	Spanner	6/8	1	1	0														31					10			
35	35	413/4	413/4	0.08333333333333333	5/16	5/16	Chord	6/8	1	1	1/48			1/32	2/3	463									31					10			
