mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>
71	71	211	211	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1012				53		5				
71	71	423/2	423/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1013				53		5				
71	71	425/2	425/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1014						5				
71	71	210	210	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1015										
71	71	841/4	841/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1016										
71	71	421/2	421/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1017										
71	71	843/4	843/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1018										
71	71	211	211	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1019										
71	71	845/4	845/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1020										
71	71	423/2	423/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1021										
71	71	847/4	847/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1022										
71	71	212	212	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1023										
71	71	849/4	849/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1024										
71	71	425/2	425/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1025										
71	71	851/4	851/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1026										
72	72	214	214	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1027				54		5				
72	72	429/2	429/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1028				54		5				
72	72	431/2	431/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1029						5				
72	72	213	213	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1030										
72	72	853/4	853/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1031										
72	72	427/2	427/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1032										
72	72	855/4	855/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1033										
72	72	214	214	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1034										
72	72	857/4	857/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1035										
72	72	429/2	429/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1036										
72	72	859/4	859/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1037										
72	72	215	215	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1038										
72	72	861/4	861/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1039										
72	72	431/2	431/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1040										
72	72	863/4	863/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1041										
73	73	433/2	433/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1042			articStaccatoAbove			5				
73	73	217	217	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1043			articStaccatoAbove			5				
73	73	218	218	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1044			articStaccatoAbove			5				
73	73	437/2	437/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1045			articStaccatoAbove			5				
73	73	216	216	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1046										
73	73	865/4	865/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1047										
73	73	433/2	433/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1048										
73	73	867/4	867/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1049										
73	73	217	217	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1050										
73	73	869/4	869/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1051										
73	73	435/2	435/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1052										
73	73	871/4	871/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1053										
73	73	218	218	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1054										
73	73	873/4	873/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1055										
73	73	437/2	437/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1056										
73	73	875/4	875/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1057										
74	74	439/2	439/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1058			articStaccatoBelow			5				
74	74	220	220	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1059			articStaccatoBelow			5				
74	74	221	221	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1060			articStaccatoBelow			5				
74	74	443/2	443/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1061			articStaccatoBelow			5				
74	74	219	219	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1062										
74	74	877/4	877/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1063										
74	74	439/2	439/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1064										
74	74	879/4	879/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1065										
74	74	220	220	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1066										
74	74	881/4	881/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1067										
74	74	441/2	441/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1068										
74	74	883/4	883/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1069										
74	74	221	221	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1070										
74	74	885/4	885/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1071										
74	74	443/2	443/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1072										
74	74	887/4	887/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1073										
75	75	445/2	445/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1074						5				
75	75	223	223	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1075						5				
75	75	224	224	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1076						5				
75	75	449/2	449/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1077						5				
75	75	222	222	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1078										
75	75	889/4	889/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1079										
75	75	445/2	445/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1080										
75	75	891/4	891/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1081										
75	75	223	223	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1082										
75	75	893/4	893/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1083										
75	75	447/2	447/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1084										
75	75	895/4	895/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1085										
75	75	224	224	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1086										
75	75	897/4	897/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1087										
75	75	449/2	449/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1088										
75	75	899/4	899/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1089										
76	76	451/2	451/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1090						5				
76	76	226	226	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1091						5				
76	76	227	227	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1092						5				
76	76	455/2	455/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1093						5				
76	76	225	225	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1094										
76	76	901/4	901/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1095										
76	76	451/2	451/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1096										
76	76	903/4	903/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1097										
76	76	226	226	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1098										
76	76	453/2	453/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1099										
76	76	907/4	907/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1100										
76	76	227	227	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1101										
76	76	909/4	909/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1102										
76	76	455/2	455/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1103										
76	76	911/4	911/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1104										
77	77	228	228	0.0		0	0	Spanner	6/8	1	1	0														
77	77	228	228	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1105										
77	77	913/4	913/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1106										
77	77	457/2	457/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1107										
77	77	915/4	915/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1108										
77	77	229	229	0.16666666666666666		1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	1109										
77	77	1375/6	1375/6	0.16666666666666666		7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	1110										
77	77	688/3	688/3	0.16666666666666666		1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	1111										
77	77	459/2	459/2	0.16666666666666666		3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	1112										
77	77	689/3	689/3	0.16666666666666666		5/12	5/12	Chord	6/8	1	1	1/24		1/16	2/3	1113										
77	77	1379/6	1379/6	0.16666666666666666		11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	1114										
77	77	230	230	0.16666666666666666		1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	1115										
77	77	1381/6	1381/6	0.16666666666666666		13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	1116										
77	77	691/3	691/3	0.16666666666666666		7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	1117										
77	77	461/2	461/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1118										
77	77	923/4	923/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1119										
77	77	228	228	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1120										
77	77	457/2	457/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1121										
77	77	229	229	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1122										
77	77	459/2	459/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0						sf								
77	77	459/2	459/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1123										
77	77	461/2	461/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1124										
78	78	231	231	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1125										
78	78	925/4	925/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1126										
78	78	463/2	463/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1127										
78	78	927/4	927/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1128										
78	78	232	232	0.16666666666666666		1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	1129										
78	78	1393/6	1393/6	0.16666666666666666		7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	1130										
78	78	697/3	697/3	0.16666666666666666		1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	1131										
78	78	465/2	465/2	0.16666666666666666		3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	1132										
78	78	698/3	698/3	0.16666666666666666		5/12	5/12	Chord	6/8	1	1	1/24		1/16	2/3	1133										
78	78	1397/6	1397/6	0.16666666666666666		11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	1134										
78	78	233	233	0.16666666666666666		1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	1135										
78	78	1399/6	1399/6	0.16666666666666666		13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	1136										
78	78	700/3	700/3	0.16666666666666666		7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	1137										
78	78	467/2	467/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1138										
78	78	935/4	935/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1139										
78	78	231	231	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1140										
78	78	463/2	463/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1141										
78	78	232	232	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1142										
78	78	465/2	465/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0						sf								
78	78	465/2	465/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1143										
78	78	467/2	467/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1144										
79	79	234	234	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1145										
79	79	937/4	937/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1146										
79	79	469/2	469/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1147										
79	79	939/4	939/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1148										
79	79	235	235	0.16666666666666666		1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	1149										
79	79	1411/6	1411/6	0.16666666666666666		7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	1150										
79	79	706/3	706/3	0.16666666666666666		1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	1151										
79	79	471/2	471/2	0.16666666666666666		3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	1152										
79	79	707/3	707/3	0.16666666666666666		5/12	5/12	Chord	6/8	1	1	1/24		1/16	2/3	1153										
79	79	1415/6	1415/6	0.16666666666666666		11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	1154										
79	79	236	236	0.16666666666666666		1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	1155										
79	79	1417/6	1417/6	0.16666666666666666		13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	1156										
79	79	709/3	709/3	0.16666666666666666		7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	1157										
79	79	473/2	473/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1158										
79	79	947/4	947/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1159										
79	79	234	234	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1160										
79	79	469/2	469/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1161										
79	79	235	235	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1162										
79	79	471/2	471/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0						sf								
79	79	471/2	471/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1163										
79	79	473/2	473/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1164										
80	80	237	237	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1165										
80	80	477/2	477/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1166										
80	80	237	237	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1167										
80	80	477/2	477/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1168										
81	81		240	1.0	1	0	0	Chord	6/8	1	1	1/4		1/4	1	1169										
81	81		485/2	0.0	1	5/8	5/8	Dynamic	6/8	1	1	0						other-dynamics								
81	81		485/2	0.5	1	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1170										
81	81		240	1.0	1	0	0	Chord	6/8	2	1	1/4		1/4	1	1171										
82	81	240	243	1.0	2	0	0	Chord	6/8	1	1	1/4		1/4	1	1172										
82	81	485/2	491/2	0.5	2	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1173										
82	81	240	243	1.0	2	0	0	Chord	6/8	2	1	1/4		1/4	1	1174										
83	82	243	246	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1175			articStaccatoAbove							
83	82	489/2	495/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1176			articStaccatoAbove							
83	82	487/2	493/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1177			articStaccatoBelow							
83	82	244	247	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1178			articStaccatoBelow							
83	82	245	248	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1179			articStaccatoAbove							
83	82	491/2	497/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1180			articStaccatoAbove							
84	83	246	249	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1181			articStaccatoBelow							
84	83	497/2	503/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1182										
84	83	493/2	499/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1183			articStaccatoBelow							
84	83	247	250	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1184			articStaccatoBelow							
85	84	249	252	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1185				55						
85	84	501/2	507/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1186				55						
85	84	499/2	505/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1187										
85	84	250	253	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1188										
85	84	501/2	507/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1189										
85	84	251	254	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1190										
85	84	503/2	509/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1191										
86	85	252	255	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1192				55						
86	85	507/2	513/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1193										
86	85	509/2	515/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1194										
86	85	252	255	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1195										
86	85	505/2	511/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1196										
86	85	253	256	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1197										
86	85	507/2	513/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1198										
86	85	254	257	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1199										
86	85	509/2	515/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1200										
87	86	255	258	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1201			articStaccatoAbove							
87	86	513/2	519/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1202			articStaccatoBelow							
87	86	511/2	517/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1203										
87	86	256	259	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1204										
87	86	257	260	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1205										
87	86	515/2	521/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1206										
88	87	258	261	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1207			articStaccatoAbove							
88	87	521/2	527/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1208										
88	87	517/2	523/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1209										
88	87	259	262	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1210										
89	88	261	264	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1211				56						
89	88	525/2	531/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1212				56						
89	88	523/2	529/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1213										
89	88	262	265	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1214										
89	88	525/2	531/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1215										
89	88	263	266	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1216										
89	88	527/2	533/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1217										
90	89	264	267	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1218				56						
90	89	531/2	537/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1219				56						
90	89	264	267	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1220										
90	89	529/2	535/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1221										
90	89	265	268	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1222										
90	89	531/2	537/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1223										
90	89	266	269	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1224										
90	89	533/2	539/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1225										
91	90	267	270	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1226				56						
91	90	537/2	543/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1227				56						
91	90	267	270	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1228										
91	90	535/2	541/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1229										
91	90	268	271	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1230										
91	90	537/2	543/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1231										
91	90	269	272	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1232										
91	90	539/2	545/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1233										
92	91	270	273	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1234				56						
92	91	543/2	549/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1235				56						
92	91	270	273	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1236										
92	91	541/2	547/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1237										
92	91	271	274	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1238										
92	91	543/2	549/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1239										
92	91	272	275	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1240										
92	91	545/2	551/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1241										
93	92	273	276	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1242				56						
93	92	549/2	555/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1243				56						
93	92	273	276	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1244										
93	92	547/2	553/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1245										
93	92	274	277	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1246										
93	92	549/2	555/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1247										
93	92	275	278	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1248										
93	92	551/2	557/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1249										
94	93	276	279	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1250				56						
94	93	555/2	561/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1251										
94	93	276	279	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1252										
94	93	553/2	559/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1253										
94	93	277	280	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1254										
94	93	555/2	561/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1255										
94	93	278	281	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1256										
94	93	557/2	563/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1257										
95	94	279	282	0.0		0	0	Spanner	6/8	1	1	0										6				
95	94	279	282	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	1258						6				
95	94	279	282	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	1259						6				
95	94	280	283	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1260						6				
95	94	561/2	567/2	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1261						6				
95	94	563/2	569/2	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1262						6				
95	94	279	282	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1263										
95	94	1117/4	1129/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1264										
95	94	559/2	565/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1265										
95	94	1119/4	1131/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1266										
95	94	280	283	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1267										
95	94	1121/4	1133/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1268										
95	94	561/2	567/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1269										
95	94	1123/4	1135/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1270										
95	94	281	284	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1271										
95	94	1125/4	1137/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1272										
95	94	563/2	569/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1273										
95	94	1127/4	1139/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1274										
95	94	279	282	1.5		0	0	Chord	6/8	2	2	3/8		1/4	3/2	1275										
95	94	561/2	567/2	1.5		3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1276										
96	95	282	285	0.0		0	0	Spanner	6/8	1	1	0														
96	95	282	285	0.0		0	0	Spanner	6/8	1	1	0									5					
96	95	282	285	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	1277					5					
96	95	282	285	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	1278					5					
96	95	283	286	0.5		1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1279					5					
96	95	567/2	573/2	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1280					5					
96	95	569/2	575/2	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1281					5					
